id,split,mean_B4,mean_B3,mean_B2,centroid_dist_to_river_m,centroid_dist_to_river_m,encroachment
6213,test,1908.46875,1701.9375,1426.375,238.05400972079357,238.05400972079357,0
6214,train,786.0,766.0,600.0,289.3836956191306,289.3836956191306,0
6215,train,2597.826171875,2418.86962890625,2598.260986328125,289.4160281018782,289.4160281018782,0
6216,test,0.0,0.0,0.0,293.4848061013359,293.4848061013359,0
6217,train,1560.0,1282.0,1092.0,10.230849163930584,10.230849163930584,1
6218,train,0.0,0.0,0.0,11.605102648550966,11.605102648550966,1
6219,train,1434.0,1174.0,921.0,10.393519353711191,10.393519353711191,1
6220,test,0.0,0.0,0.0,2.7016679598908553,2.7016679598908553,1
6221,test,0.0,0.0,0.0,9.87335642393607,9.87335642393607,1
6222,train,1414.0,1166.0,1016.0,15.060119798486793,15.060119798486793,1
6223,train,1835.0,1540.0,1258.0,9.283157682978628,9.283157682978628,1
6224,train,1584.0,1359.4285888671875,1115.142822265625,21.643616344869997,21.643616344869997,1
6225,train,1732.0,1397.0,1180.0,16.421295016318833,16.421295016318833,1
6226,train,1744.2857666015625,1456.0,1201.7142333984375,17.36791134875705,17.36791134875705,1
6227,train,1181.0,908.0,776.0,29.865243146131288,29.865243146131288,1
6228,train,1571.0,1282.5,1070.75,23.87907915601171,23.87907915601171,1
6229,train,1454.0,1190.0,944.0,23.54687648969973,23.54687648969973,1
6230,train,1399.0,1180.5,968.5,41.88576548941759,41.88576548941759,0
6231,train,1382.0,1120.0,930.0,37.06005188641164,37.06005188641164,0
6232,train,1599.0,1250.0,1103.0,40.31831481124351,40.31831481124351,0
6233,train,0.0,0.0,0.0,29.706534422709364,29.706534422709364,1
6234,test,1540.5,1301.5,1085.0,42.966975089763665,42.966975089763665,1
6235,train,1506.6666259765625,1296.0,1120.6666259765625,45.87527657153111,45.87527657153111,0
6236,train,1368.0,1032.0,818.0,46.65915533503474,46.65915533503474,0
6237,train,1989.0,1460.0,1263.0,56.93478370246671,56.93478370246671,0
6238,train,1419.0,1215.0,1236.0,66.90320642593704,66.90320642593704,0
6239,train,1926.5,2171.89990234375,1790.050048828125,97.44663140634691,97.44663140634691,0
6240,test,0.0,0.0,0.0,71.76093943586545,71.76093943586545,0
6241,train,1989.05712890625,2327.28564453125,1923.142822265625,147.05127216499187,147.05127216499187,0
6242,test,1472.0,1176.0,936.0,93.05914227678032,93.05914227678032,0
6243,train,0.0,0.0,0.0,94.42500075408546,94.42500075408546,0
6244,train,1581.0,1549.0,1551.0,107.54713744037878,107.54713744037878,0
6245,train,1108.0,937.0,831.0,121.7644147263046,121.7644147263046,0
6246,train,1558.0,1366.0,1116.0,151.02406540993914,151.02406540993914,0
6247,train,1718.9000244140625,1828.3499755859375,1473.4000244140625,193.29801904223163,193.29801904223163,0
6248,test,1413.0,1098.0,823.5,235.09178976898667,235.09178976898667,0
6249,train,0.0,0.0,0.0,228.34794393746432,228.34794393746432,0
6250,train,1636.0,1269.0,912.0,246.75742808976327,246.75742808976327,0
6251,train,0.0,0.0,0.0,233.39295150442575,233.39295150442575,0
6252,train,2820.6552734375,2376.586181640625,1905.5689697265625,285.995672496722,285.995672496722,0
6253,train,0.0,0.0,0.0,260.16219950121155,260.16219950121155,0
6254,train,0.0,0.0,0.0,302.33337706225,302.33337706225,0
6255,train,1378.0,1174.0,976.0,307.73349080160887,307.73349080160887,0
6256,test,1916.5999755859375,2188.699951171875,1813.5,259.96849089333,259.96849089333,0
6257,train,1456.0,1158.0,946.0,71.88589452772985,71.88589452772985,0
6258,train,1320.0,1015.0,856.0,88.01680536222513,88.01680536222513,0
6259,test,1700.0,1500.0,1286.0,118.48084021531025,118.48084021531025,0
6260,train,1240.0,1104.0,952.0,118.81547388764312,118.81547388764312,0
6261,train,1454.0,1366.0,1098.0,120.46795489738646,120.46795489738646,0
6262,test,0.0,0.0,0.0,119.91559486318545,119.91559486318545,0
6263,train,1624.0,1318.0,1076.0,92.48304624434286,92.48304624434286,0
6264,train,1228.0,859.0,725.0,108.75416667258321,108.75416667258321,0
6265,train,1512.0,1240.0,1036.0,86.26448135282658,86.26448135282658,0
6266,train,1316.0,1068.0,882.0,122.10110937204105,122.10110937204105,0
6267,train,1334.6666259765625,1107.3333740234375,919.6666870117188,112.66841565325902,112.66841565325902,0
6268,test,1513.0,1330.0,1162.0,102.18597976908957,102.18597976908957,0
6269,train,1668.0,1394.0,1122.0,134.91945577868347,134.91945577868347,0
6270,test,1494.0,1228.0,1010.0,126.9248787831963,126.9248787831963,0
6271,test,1334.0,1118.0,903.0,151.6109426338892,151.6109426338892,0
6272,train,1409.0,1175.0,998.5,159.52480689733935,159.52480689733935,0
6273,test,987.3333129882812,810.6666870117188,802.3333129882812,182.24975610606523,182.24975610606523,0
6274,train,1305.0,1203.0,1210.0,106.68695129297146,106.68695129297146,0
6275,train,0.0,0.0,0.0,131.56804706896745,131.56804706896745,0
6276,train,1482.0,1210.0,942.0,140.42122208513769,140.42122208513769,0
6277,test,0.0,0.0,0.0,176.23398789933196,176.23398789933196,0
6278,train,1493.0,1284.0,1095.0,173.45151609113648,173.45151609113648,0
6279,train,1614.0,1336.0,1116.0,165.71886015881574,165.71886015881574,0
6280,train,1336.0,1083.75,943.5,117.16816092828864,117.16816092828864,0
6281,train,1550.0,1306.0,1086.0,136.79349146205578,136.79349146205578,0
6282,train,0.0,0.0,0.0,146.69477710183054,146.69477710183054,0
6283,train,1433.0,1274.0,1069.5,190.40892284112456,190.40892284112456,0
6284,train,1302.0,1240.0,1042.0,206.81090471080594,206.81090471080594,0
6285,train,1548.0,1400.0,1172.0,139.94405722296628,139.94405722296628,0
6286,train,1753.0,1525.0,1270.0,120.35650174867153,120.35650174867153,0
6287,train,0.0,0.0,0.0,160.64914316288582,160.64914316288582,0
6288,train,0.0,0.0,0.0,187.97609593320266,187.97609593320266,0
6289,train,1544.0,1356.0,1334.0,177.46504731349074,177.46504731349074,0
6290,test,1730.0,1448.0,1258.0,182.60154827339449,182.60154827339449,0
6291,test,1178.0,1026.0,998.0,160.82178810875908,160.82178810875908,0
6292,test,0.0,0.0,0.0,178.8998413084868,178.8998413084868,0
6293,train,1346.0,1318.0,1040.0,168.8890604373975,168.8890604373975,0
6294,test,1564.0,1316.0,1096.0,165.69358306120205,165.69358306120205,0
6295,train,1791.0,1531.0,1306.0,169.11277442978346,169.11277442978346,0
6296,train,1332.0,1164.0,960.0,169.62680573509704,169.62680573509704,0
6297,test,1146.0,903.0,738.3333129882812,180.0958623043076,180.0958623043076,0
6298,train,1384.0,1093.0,922.0,201.5096262980902,201.5096262980902,0
6299,train,1826.0,1553.0,1366.0,197.73168000262524,197.73168000262524,0
6300,test,0.0,0.0,0.0,192.67978532469567,192.67978532469567,0
6301,test,1136.0,868.0,687.0,183.54235417946884,183.54235417946884,0
6302,train,1260.0,1114.0,894.0,188.9044004736926,188.9044004736926,0
6303,train,1484.0,1242.0,1064.0,196.01961347573663,196.01961347573663,0
6304,train,1397.0,1153.5,956.0,182.17268539061945,182.17268539061945,0
6305,train,1530.0,1300.0,1096.0,180.4575063279472,180.4575063279472,0
6306,test,1283.0,973.0,760.0,222.0079340818143,222.0079340818143,0
6307,train,1415.0,1130.0,910.0,228.0519197847164,228.0519197847164,0
6308,train,0.0,0.0,0.0,240.3688231790342,240.3688231790342,0
6309,test,1259.0,945.5,733.5,224.4261764424008,224.4261764424008,0
6310,train,1328.0,1100.0,862.0,272.24254877181176,272.24254877181176,0
6311,test,1372.6666259765625,1161.3333740234375,912.3333129882812,266.96858916313084,266.96858916313084,0
6312,train,1252.0,982.0,843.0,255.6854930397637,255.6854930397637,0
6313,train,1318.0,1068.0,904.0,251.91810554761778,251.91810554761778,0
6314,test,1264.0,1058.0,810.0,246.4881219679105,246.4881219679105,0
6315,train,1348.0,1046.0,898.0,242.78761925518012,242.78761925518012,0
6316,test,1423.0,1258.0,991.5,238.9067927176343,238.9067927176343,0
6317,train,1362.0,1122.0,934.0,219.35784530931713,219.35784530931713,0
6318,train,0.0,0.0,0.0,217.22462247044248,217.22462247044248,0
6319,test,1386.0,1236.0,1056.0,212.292981882242,212.292981882242,0
6320,train,1864.0,1686.0,1366.0,210.32896775742265,210.32896775742265,0
6321,train,1040.0,798.0,621.0,201.47736995717577,201.47736995717577,0
6322,train,1848.0,1500.0,1366.0,207.0426862915604,207.0426862915604,0
6323,train,1544.0,1384.0,1250.0,205.32899761903752,205.32899761903752,0
6324,train,0.0,0.0,0.0,204.0784328792327,204.0784328792327,0
6325,train,1210.800048828125,949.0,836.4000244140625,215.5972097521985,215.5972097521985,0
6326,test,1723.0,1400.0,1160.0,235.66242547880867,235.66242547880867,0
6327,train,1372.0,963.75,771.0,231.93480568188036,231.93480568188036,0
6328,train,1279.0,945.0,829.5,226.94689343884124,226.94689343884124,0
6329,train,1228.0,894.0,708.0,224.74438877679913,224.74438877679913,0
6330,test,1812.0,1740.0,1620.0,223.5403833689329,223.5403833689329,0
6331,train,0.0,0.0,0.0,222.36749591676454,222.36749591676454,0
6332,train,976.0,844.0,778.0,219.96587635738612,219.96587635738612,0
6333,train,1437.0,1041.1666259765625,832.0,262.23172083527476,262.23172083527476,0
6334,train,1410.0,1050.0,884.0,253.08507701672497,253.08507701672497,0
6335,train,1711.0,1440.0,1200.0,249.39755093661384,249.39755093661384,0
6336,test,1284.0,1008.0,664.0,247.034799221156,247.034799221156,0
6337,train,2504.0,1276.0,1074.0,163.2898306393755,163.2898306393755,0
6338,test,1441.52001953125,1041.9599609375,850.2000122070312,186.62499612325806,186.62499612325806,0
6339,train,1440.4000244140625,1145.199951171875,953.5999755859375,200.66394870579805,200.66394870579805,0
6340,train,0.0,0.0,0.0,197.81648959799304,197.81648959799304,0
6341,train,1222.4000244140625,990.4000244140625,765.7999877929688,240.80995928776125,240.80995928776125,0
6342,train,1248.0,908.0,632.0,252.24433066351736,252.24433066351736,0
6343,train,1442.6666259765625,1150.0,889.0,262.3755966059299,262.3755966059299,0
6344,train,2080.22216796875,2223.5556640625,1967.3333740234375,308.15594935010216,308.15594935010216,0
6345,test,0.0,0.0,0.0,377.29401643095804,377.29401643095804,0
6346,train,0.0,0.0,0.0,387.4633171444333,387.4633171444333,0
6347,test,0.0,0.0,0.0,251.1874325559338,251.1874325559338,0
6348,train,0.0,0.0,0.0,288.2620177615608,288.2620177615608,0
6349,train,968.0,982.0,1554.0,290.8821301370538,290.8821301370538,0
6350,test,0.0,0.0,0.0,299.3709730326643,299.3709730326643,0
6351,train,883.0,930.0,1698.0,302.1247963594599,302.1247963594599,0
6352,train,972.0,977.0,1780.0,301.94360010886606,301.94360010886606,0
6353,train,0.0,0.0,0.0,310.89369495955196,310.89369495955196,0
6354,train,960.0,975.0,1780.0,307.4570552927485,307.4570552927485,0
6355,train,886.0,952.0,1758.0,311.3053036059449,311.3053036059449,0
6356,train,858.875,903.25,1732.75,347.2980684401859,347.2980684401859,0
6357,train,1378.0,1208.0,966.0,259.0174177288941,259.0174177288941,0
6358,test,1118.0,1280.0,1797.0,358.23314909517677,358.23314909517677,0
6359,train,0.0,0.0,0.0,366.6678729518118,366.6678729518118,0
6360,test,1116.0,1246.0,1700.0,374.95690547665413,374.95690547665413,0
6361,train,1116.0,1302.0,1874.0,378.325647859914,378.325647859914,0
6362,train,0.0,0.0,0.0,396.2644169526586,396.2644169526586,0
6363,test,0.0,0.0,0.0,399.6710079597535,399.6710079597535,0
6364,train,1996.0,1764.0,1462.0,413.74520847315137,413.74520847315137,0
6365,train,0.0,0.0,0.0,409.08691837667897,409.08691837667897,0
6366,train,4153.33349609375,3660.77783203125,3236.888916015625,424.77236656349794,424.77236656349794,0
6367,train,976.8181762695312,1025.5,1734.0,379.7309978765128,379.7309978765128,0
6368,test,923.3125,948.4375,1702.3125,421.64258080408376,421.64258080408376,0
6369,test,1022.0,1082.0,1765.0,446.6040300966169,446.6040300966169,0
6370,train,906.0,970.0,1726.0,452.8386003365096,452.8386003365096,0
6371,train,0.0,0.0,0.0,451.69803155669814,451.69803155669814,0
6372,train,935.0,940.0,1830.0,460.04914637154786,460.04914637154786,0
6373,train,1440.0,1274.0,1598.0,463.60652288792824,463.60652288792824,0
6374,train,2738.384521484375,2279.0,1769.3077392578125,488.0195637186049,488.0195637186049,0
6375,train,1294.0,1078.0,918.0,433.3762026743945,433.3762026743945,0
6376,train,1442.5,1366.0,1355.0,413.042109987169,413.042109987169,0
6377,train,2858.800048828125,2542.0,2301.60009765625,420.0580257608725,420.0580257608725,0
6378,train,0.0,0.0,0.0,432.41048873263935,432.41048873263935,0
6379,train,1042.5,1138.0,1446.0,434.0090729921342,434.0090729921342,0
6380,train,1805.0,1438.75,1202.75,461.2894701734762,461.2894701734762,0
6381,train,1216.0,1205.0,1417.0,468.52604175110434,468.52604175110434,0
6382,train,1476.0,1274.0,1004.0,495.9026246051906,495.9026246051906,0
6383,train,0.0,0.0,0.0,503.3909032283014,503.3909032283014,0
6384,train,0.0,0.0,0.0,436.3537480023941,436.3537480023941,0
6385,test,1407.0,1073.0,871.0,428.71649821669183,428.71649821669183,0
6386,train,0.0,0.0,0.0,411.89606619074266,411.89606619074266,0
6387,train,1936.4210205078125,2110.631591796875,1761.368408203125,196.5548094128251,196.5548094128251,0
6388,train,1603.04345703125,1805.3477783203125,1518.391357421875,230.34122318229015,230.34122318229015,0
6389,train,0.0,0.0,0.0,214.00847269589613,214.00847269589613,0
6390,train,0.0,0.0,0.0,244.16657179552297,244.16657179552297,0
6391,train,0.0,0.0,0.0,243.51551580312986,243.51551580312986,0
6392,train,0.0,0.0,0.0,233.13337294419563,233.13337294419563,0
6393,train,0.0,0.0,0.0,289.91691181878144,289.91691181878144,0
6394,train,0.0,0.0,0.0,292.1670675686965,292.1670675686965,0
6395,test,1435.0,1245.0,1036.0,248.11474553167724,248.11474553167724,0
6396,train,1545.0,1282.0,1041.0,259.3430847239504,259.3430847239504,0
6397,train,0.0,0.0,0.0,104.57138236581216,104.57138236581216,0
6398,train,1720.0,1572.0,1390.0,111.19769876565273,111.19769876565273,0
6399,train,1867.0,1693.75,1497.75,152.90847514075386,152.90847514075386,0
6400,train,0.0,0.0,0.0,190.76597255870576,190.76597255870576,0
6401,train,1678.0,1477.0,1190.0,207.89007937242562,207.89007937242562,0
6402,train,1615.3333740234375,1328.6666259765625,1125.6666259765625,174.21066207419673,174.21066207419673,0
6403,train,1366.0,1086.0,950.0,106.97861485930703,106.97861485930703,0
6404,train,1322.0,1070.0,883.0,119.2436799870078,119.2436799870078,0
6405,train,1592.2857666015625,1414.5714111328125,1207.4285888671875,199.2745774183598,199.2745774183598,0
6406,train,1429.3333740234375,1194.0,997.3333129882812,170.19134296718497,170.19134296718497,0
6407,test,1376.0,1186.0,1034.0,207.39945045668733,207.39945045668733,0
6408,train,1362.0,1142.0,968.0,110.29147469127678,110.29147469127678,0
6409,train,1397.3333740234375,1126.6666259765625,919.6666870117188,127.30928116541946,127.30928116541946,0
6410,train,1461.0,1198.0,1016.0,148.7242683504373,148.7242683504373,0
6411,train,0.0,0.0,0.0,101.68838420723559,101.68838420723559,0
6412,train,1510.0,1368.0,1156.0,110.61202557647151,110.61202557647151,0
6413,test,1410.0,1161.0,975.0,128.8839576154718,128.8839576154718,0
6414,train,0.0,0.0,0.0,173.82045530833278,173.82045530833278,0
6415,train,1360.6666259765625,1118.6666259765625,923.3333129882812,159.17789110965714,159.17789110965714,0
6416,test,0.0,0.0,0.0,209.51039737954054,209.51039737954054,0
6417,train,1496.9375,1349.90625,1212.625,325.4811974007184,325.4811974007184,0
6418,train,1149.5,914.5,744.75,326.50927291348574,326.50927291348574,0
6419,test,0.0,0.0,0.0,334.03458647841984,334.03458647841984,0
6420,train,1240.0,934.0,779.0,341.2822247668418,341.2822247668418,0
6421,train,1329.0,1104.0,945.5,357.0265760686815,357.0265760686815,0
6422,train,1526.0,1234.0,1148.0,361.3622632464022,361.3622632464022,0
6423,train,0.0,0.0,0.0,444.13488198688873,444.13488198688873,0
6424,test,1414.0,1178.6666259765625,983.3333129882812,365.9348615984179,365.9348615984179,0
6425,train,1426.0,1140.6666259765625,968.0,363.79483566610554,363.79483566610554,0
6426,train,0.0,0.0,0.0,378.0482152621294,378.0482152621294,0
6427,train,0.0,0.0,0.0,289.98811361544733,289.98811361544733,0
6428,train,1483.3333740234375,1257.3333740234375,1050.6666259765625,278.8810810368984,278.8810810368984,0
6429,train,1393.199951171875,1194.4000244140625,1050.0,229.79836237989676,229.79836237989676,0
6430,test,1344.0,1106.0,916.6666870117188,308.282821573182,308.282821573182,0
6431,train,1238.5,1051.5,919.0,316.75263404758044,316.75263404758044,0
6432,train,1520.0,1298.6666259765625,1086.6666259765625,302.40810017021903,302.40810017021903,0
6433,train,1222.0,1084.0,975.0,226.33665595575718,226.33665595575718,0
6434,train,1394.0,1148.0,930.0,239.04808404864528,239.04808404864528,0
6435,train,1437.5555419921875,1209.3333740234375,1033.6666259765625,279.9165023176642,279.9165023176642,0
6436,train,1404.6666259765625,1202.6666259765625,1026.5,258.5219277657145,258.5219277657145,0
6437,train,1959.0,1655.0,1330.0,179.74421121281839,179.74421121281839,0
6438,train,1955.0,1529.0,1260.0,191.05393913735023,191.05393913735023,0
6439,train,1292.0,1130.0,1004.0,199.5262005376028,199.5262005376028,0
6440,train,0.0,0.0,0.0,214.00573770805357,214.00573770805357,0
6441,train,1222.0,1084.0,1019.0,209.9476584966967,209.9476584966967,0
6442,train,1396.0,1142.0,980.0,117.49858055568288,117.49858055568288,0
6443,train,1382.0,1064.0,918.0,155.25315266823864,155.25315266823864,0
6444,test,1302.0,1108.0,912.0,137.35930459097486,137.35930459097486,0
6445,train,1350.0,1121.0,1027.25,216.0668152836421,216.0668152836421,0
6446,train,1288.0,1148.0,1112.0,161.15678723535436,161.15678723535436,0
6447,train,1278.0,1058.0,849.0,332.05523727224545,332.05523727224545,0
6448,test,0.0,0.0,0.0,338.82973845393434,338.82973845393434,0
6449,train,1494.0,1304.0,1164.0,255.27121261970626,255.27121261970626,0
6450,train,1324.0,1063.0,848.5,325.24479277996187,325.24479277996187,0
6451,train,1360.0,1108.0,908.0,242.1585976140165,242.1585976140165,0
6452,train,1420.800048828125,1194.800048828125,1023.5999755859375,307.75806388558186,307.75806388558186,0
6453,train,1292.0,1077.0,898.5,346.0341295282111,346.0341295282111,0
6454,train,1766.0,1734.0,1628.0,269.1160455507257,269.1160455507257,0
6455,train,1454.0,1266.0,1086.0,317.4295136722711,317.4295136722711,0
6456,train,1338.0,1146.0,957.0,329.50632193332063,329.50632193332063,0
6457,test,1555.0,1406.0,1219.0,265.9108708248027,265.9108708248027,0
6458,train,1394.0,1209.4285888671875,1071.5714111328125,244.452477036792,244.452477036792,0
6459,train,1406.5,1158.0,988.0,292.59211747373337,292.59211747373337,0
6460,train,1459.0,1244.0,1091.0,279.6321954764399,279.6321954764399,0
6461,train,1330.0,1123.0,985.0,348.90311749432016,348.90311749432016,0
6462,train,1396.0,1179.0,997.5,338.13604027603793,338.13604027603793,0
6463,train,1491.0,1290.0,1114.0,330.28863380920285,330.28863380920285,0
6464,train,1572.0,1306.0,1084.0,311.7856268821196,311.7856268821196,0
6465,train,1480.0,1278.0,1082.0,260.86708403817545,260.86708403817545,0
6466,train,1258.0,1088.0,962.0,279.4497079744672,279.4497079744672,0
6467,test,1426.0,1202.0,985.0,264.42919616035505,264.42919616035505,0
6468,train,0.0,0.0,0.0,307.620190144658,307.620190144658,0
6469,test,1331.0,1109.0,907.5,344.08912658249653,344.08912658249653,0
6470,train,1296.0,1030.0,874.0,353.8925898052391,353.8925898052391,0
6471,train,1581.5999755859375,1348.800048828125,1133.0,239.7747070998739,239.7747070998739,0
6472,train,1414.0,1179.0,1010.0,258.83289098190613,258.83289098190613,0
6473,train,1232.0,950.5999755859375,802.9000244140625,327.9145609953932,327.9145609953932,0
6474,test,1681.5999755859375,1498.0,1287.5999755859375,301.65053238257303,301.65053238257303,0
6475,train,1561.0,1343.0,1092.0,269.2514981981224,269.2514981981224,0
6476,test,0.0,0.0,0.0,276.54521898554736,276.54521898554736,0
6477,train,1368.0,1246.0,1120.0,294.77127041605416,294.77127041605416,0
6478,train,1304.0,1070.0,848.0,348.9966635055725,348.9966635055725,0
6479,train,0.0,0.0,0.0,288.3308046262132,288.3308046262132,0
6480,train,1548.0,1312.0,1056.0,271.1494671401017,271.1494671401017,0
6481,train,1418.0,1152.0,994.0,314.4039082860556,314.4039082860556,0
6482,train,1378.0,1204.0,1004.0,277.7906146543634,277.7906146543634,0
6483,train,0.0,0.0,0.0,339.26575679585557,339.26575679585557,0
6484,train,0.0,0.0,0.0,321.2230225823788,321.2230225823788,0
6485,train,0.0,0.0,0.0,302.5797862911714,302.5797862911714,0
6486,train,1206.0,1032.0,794.0,332.0315818111104,332.0315818111104,0
6487,train,1705.5,1887.0,1674.5,416.0530618816506,416.0530618816506,0
6488,train,1200.0,1100.0,880.0,431.4503816900394,431.4503816900394,0
6489,train,1297.0,1107.0,890.0,431.65422719760943,431.65422719760943,0
6490,test,1282.0,1090.0,897.0,419.8523017314847,419.8523017314847,0
6491,train,0.0,0.0,0.0,420.5111971123949,420.5111971123949,0
6492,test,1300.9000244140625,1085.9000244140625,885.2999877929688,385.95976690518773,385.95976690518773,0
6493,train,0.0,0.0,0.0,358.6364029880827,358.6364029880827,0
6494,train,1312.0,988.0,816.0,352.3744812399062,352.3744812399062,0
6495,train,1206.0,959.0,773.0,355.58736484118737,355.58736484118737,0
6496,test,1262.0,1087.0,1013.5,354.8193290008576,354.8193290008576,0
6497,train,1282.0,1196.0,906.0,416.2808460813712,416.2808460813712,0
6498,train,2081.857177734375,1755.5714111328125,1415.857177734375,393.64207649243235,393.64207649243235,0
6499,train,1465.44189453125,1552.4185791015625,1980.465087890625,348.36480893628016,348.36480893628016,0
6500,train,1786.0,1476.0,1234.0,368.12791652820476,368.12791652820476,0
6501,train,1345.6153564453125,1214.5640869140625,1157.4102783203125,376.4014356075112,376.4014356075112,0
6502,test,0.0,0.0,0.0,368.65067953878855,368.65067953878855,0
6503,train,0.0,0.0,0.0,359.7774233429358,359.7774233429358,0
6504,train,1560.5,1489.5,1644.25,335.92809514937227,335.92809514937227,0
6505,train,0.0,0.0,0.0,347.2020234161771,347.2020234161771,0
6506,train,1172.0,1040.0,1093.0,316.11437656008775,316.11437656008775,0
6507,train,1483.5,1187.75,914.5,451.3148225538689,451.3148225538689,0
6508,train,1218.0,1056.0,936.0,444.5587034758876,444.5587034758876,0
6509,train,1395.0,1243.0,1080.0,431.9470987002496,431.9470987002496,0
6510,train,1446.8387451171875,1316.6773681640625,1244.290283203125,428.06286199080944,428.06286199080944,0
6511,test,1268.0,1084.0,960.0,372.49448947648807,372.49448947648807,0
6512,train,1682.0,1473.3333740234375,1202.6666259765625,369.7366244030563,369.7366244030563,0
6513,train,1538.4000244140625,1331.5999755859375,1098.800048828125,362.8731232480005,362.8731232480005,0
6514,train,1283.0,1070.5,857.5,350.248901905073,350.248901905073,0
6515,test,1346.0,1059.0,902.5,343.1292608243305,343.1292608243305,0
6516,train,0.0,0.0,0.0,313.16556084263675,313.16556084263675,0
6517,train,1222.0,980.0,800.0,394.7127510900611,394.7127510900611,0
6518,train,1666.74072265625,1620.5926513671875,1504.2962646484375,380.1324131240526,380.1324131240526,0
6519,test,0.0,0.0,0.0,369.75097856383076,369.75097856383076,0
6520,train,1668.0,1531.0,1329.0,324.3819835657579,324.3819835657579,0
6521,train,1147.5999755859375,1208.0,1309.5999755859375,324.9473669958629,324.9473669958629,0
6522,train,1612.0,1872.3333740234375,1849.6666259765625,314.5930565208728,314.5930565208728,0
6523,train,4327.0,3891.5,3375.5,272.9031428443203,272.9031428443203,0
6524,train,4350.75,3937.75,3491.5,270.319279896979,270.319279896979,0
6525,train,4551.2001953125,4103.2001953125,3732.39990234375,266.9877812418687,266.9877812418687,0
6526,test,3498.857177734375,3167.71435546875,2876.0,267.5833835699069,267.5833835699069,0
6527,test,1470.0,1302.0,1056.0,308.79654381660885,308.79654381660885,0
6528,train,1662.0,1494.0,1374.0,301.0432232859024,301.0432232859024,0
6529,train,2750.0,2548.666748046875,2413.0,293.6175950835592,293.6175950835592,0
6530,test,1286.0,1121.0,954.5,291.47039091253953,291.47039091253953,0
6531,train,0.0,0.0,0.0,283.4132859410634,283.4132859410634,0
6532,train,4072.072265625,3656.361328125,3279.686767578125,244.78437827129028,244.78437827129028,0
6533,train,1468.0,1294.0,1038.0,272.9293531049804,272.9293531049804,0
6534,train,1476.0,1272.0,1032.0,270.1792734723195,270.1792734723195,0
6535,train,865.6666870117188,925.6666870117188,1045.3333740234375,259.1401591348796,259.1401591348796,0
6536,train,0.0,0.0,0.0,219.83708832890454,219.83708832890454,0
6537,train,5262.0,4830.0,4442.0,259.3459769866449,259.3459769866449,0
6538,train,0.0,0.0,0.0,249.50573968076532,249.50573968076532,0
6539,train,3340.0,3020.0,2764.0,247.6533983362022,247.6533983362022,0
6540,test,0.0,0.0,0.0,226.2949627273199,226.2949627273199,0
6541,train,0.0,0.0,0.0,194.82261659232705,194.82261659232705,0
6542,train,0.0,0.0,0.0,193.32042789429036,193.32042789429036,0
6543,train,0.0,0.0,0.0,161.66890319257553,161.66890319257553,0
6544,train,1400.0,1124.0,924.0,149.14205610296213,149.14205610296213,0
6545,train,1954.066650390625,1540.4666748046875,1177.7332763671875,118.13259470205995,118.13259470205995,0
6546,train,1312.0,1126.0,954.0,117.49880329328488,117.49880329328488,0
6547,train,1036.5999755859375,1008.2000122070312,1394.0,227.46778402188122,227.46778402188122,0
6548,train,0.0,0.0,0.0,204.7754367454862,204.7754367454862,0
6549,test,824.0,886.5,1493.0,206.46029982806087,206.46029982806087,0
6550,train,0.0,0.0,0.0,193.89479211100408,193.89479211100408,0
6551,test,0.0,0.0,0.0,189.8876305234398,189.8876305234398,0
6552,train,1310.0,1202.0,1289.0,173.77015430747468,173.77015430747468,0
6553,train,1173.0,918.0,732.0,166.3384313788968,166.3384313788968,0
6554,train,1569.5,1317.0,1136.5,148.8132412065969,148.8132412065969,0
6555,train,1603.3333740234375,1347.3333740234375,1163.3333740234375,156.5526483373757,156.5526483373757,0
6556,test,1174.0,1076.0,974.0,151.57779019236884,151.57779019236884,0
6557,train,1494.0,1240.6666259765625,1008.0,214.95605529002484,214.95605529002484,0
6558,test,0.0,0.0,0.0,189.44076419334158,189.44076419334158,0
6559,test,0.0,0.0,0.0,179.10614854909264,179.10614854909264,0
6560,train,0.0,0.0,0.0,197.54542219926495,197.54542219926495,0
6561,train,0.0,0.0,0.0,154.18285703150383,154.18285703150383,0
6562,train,1424.5,1090.0,935.75,143.37483339006985,143.37483339006985,0
6563,train,1288.0,938.0999755859375,801.9000244140625,135.99633596708955,135.99633596708955,0
6564,train,1382.3870849609375,999.8709716796875,821.2903442382812,172.3416176713622,172.3416176713622,0
6565,train,0.0,0.0,0.0,154.75173603383138,154.75173603383138,0
6566,train,1022.0,860.0,800.0,111.60620924354234,111.60620924354234,0
6567,train,0.0,0.0,0.0,248.64231560158237,248.64231560158237,0
6568,train,0.0,0.0,0.0,239.98882928934307,239.98882928934307,0
6569,train,1516.0,1364.0,1284.0,254.3150951051044,254.3150951051044,0
6570,train,0.0,0.0,0.0,241.81251531661258,241.81251531661258,0
6571,train,1166.0,1001.0,969.0,245.78530136672737,245.78530136672737,0
6572,test,1481.0,1198.0,1037.5,195.12318841632293,195.12318841632293,0
6573,train,0.0,0.0,0.0,213.63641420085003,213.63641420085003,0
6574,train,1362.0,1138.0,1062.0,225.68025574740327,225.68025574740327,0
6575,train,1472.0,1142.0,1036.0,232.26701233174768,232.26701233174768,0
