lon,lat,confidence,area_m2,B2,B3,B4,B8,B11,B12,NDVI,NDBI,rf_builtup_prob
36.89319749937936,-1.2432598011154592,0.75,9.38659954071045,969.0,1251.0,1493.0,1850.0,2371.0,2226.5,0.10679031163454056,0.12343046814203262,0.91
36.885666077700094,-1.2526551270350696,0.75,64.75299835205078,814.0,986.5,1257.0,1423.0,2131.0,2056.5,0.06194029748439789,0.19921214878559113,0.87
36.873229644862036,-1.2322324442102874,0.75,49.04970169067383,1010.5,1246.0,1536.0,1701.0,2199.5,2157.5,0.05097312480211258,0.12780413031578064,0.96
36.9225606798163,-1.2329904913893732,0.75,177.0330047607422,892.5,1133.0,1281.0,2067.5,2330.0,2113.0,0.23488129675388336,0.05969300866127014,0.63
36.911158758422644,-1.2485259994595788,0.75,66.21289825439453,1237.0,1464.0,1775.0,1983.5,2486.5,2340.0,0.055474258959293365,0.11252796649932861,0.97
36.912986989854545,-1.2429432049406646,0.75,8.711799621582031,760.0,974.0,1079.0,1934.5,2302.0,2126.5,0.28388917446136475,0.08674613386392593,0.9
36.88435956109143,-1.2465862905013296,0.75,15.021699905395508,1411.0,1196.0,1312.0,1920.5,2982.0,3030.5,0.18824438750743866,0.2165221869945526,0.95
36.920803794001245,-1.2377929432239343,0.75,39.979801177978516,966.0,1277.0,1543.0,1962.0,2778.0,2705.0,0.11954350769519806,0.17215189337730408,0.93
36.89805346042657,-1.2542024351006154,0.75,47.500099182128906,953.0,1143.0,1426.0,1610.5,2260.5,2243.0,0.0607607439160347,0.16791526973247528,0.96
36.89825857907502,-1.2373604104217502,0.75,161.09500122070312,1148.0,1421.0,1676.0,1883.5,2449.0,2410.0,0.05829470604658127,0.13052509725093842,0.99
36.9089024532896,-1.219956539010151,0.75,13.6358003616333,1003.0,1224.0,1395.0,1841.0,2646.0,2549.0,0.13782447576522827,0.17940717935562134,0.9
36.902793484846384,-1.238417217371417,0.75,52.16579818725586,856.0,1128.0,1421.0,1803.5,2503.5,2234.5,0.1186230406165123,0.16252611577510834,0.9
36.92093756703285,-1.2343951082212088,0.75,19.133899688720703,480.5,733.0,736.0,2944.5,2366.0,1704.0,0.6000543236732483,-0.10893512517213821,0.1
36.87165112308911,-1.2229040048064785,0.75,19.666000366210938,615.5,776.5,1078.0,1781.0,2207.5,1881.0,0.24589017033576965,0.10693243145942688,0.86
36.897692273241226,-1.2560886348462228,0.75,107.8584976196289,1086.0,1253.0,1452.0,1566.5,2160.5,2001.5,0.03793274983763695,0.15937751531600952,0.97
36.90428728369928,-1.2491547327081147,0.75,33.497398376464844,865.0,1072.0,1342.0,1549.0,2256.0,2189.0,0.07160152494907379,0.18580815196037292,0.97
36.9155777275666,-1.244017848294545,0.75,134.85150146484375,975.5,1181.0,1491.0,1702.5,2552.0,2587.0,0.06622827798128128,0.1996709406375885,1.0
36.904733193804624,-1.2495783473081918,0.75,47.707000732421875,847.5,1078.0,1352.0,1762.0,2373.5,2312.5,0.1316634565591812,0.14786604046821594,0.94
36.90591485558379,-1.2401741031864741,0.75,53.98419952392578,1156.0,1366.0,1597.0,1810.0,2471.0,2356.5,0.06251834332942963,0.1544031798839569,1.0
36.9146011844359,-1.2445395631177978,0.75,307.7171936035156,1544.0,1732.0,1863.0,1957.0,2662.0,2624.5,0.024607330560684204,0.15263043344020844,1.0
36.915992423964575,-1.2211069870819402,0.75,16.09480094909668,945.0,1179.0,1546.0,2062.5,2875.0,2531.5,0.14313426613807678,0.16455696523189545,0.73
36.912884430530326,-1.2481291394658223,0.75,21.586999893188477,653.5,889.0,924.0,2082.0,2387.0,2095.0,0.38522952795028687,0.06824792921543121,0.9
36.914427279494824,-1.2240901256866952,0.75,81.222900390625,1709.0,1348.0,1254.0,2074.5,2883.0,2952.0,0.2465074360370636,0.16308623552322388,0.84
36.88841734305007,-1.2523875809718628,0.75,77.56089782714844,828.5,1036.0,1280.0,1677.5,2507.5,2486.5,0.13440406322479248,0.19832736253738403,0.98
36.91329912692829,-1.2214815515704294,0.75,117.03849792480469,1197.0,1363.0,1621.0,2019.0,2519.0,2380.5,0.10934066027402878,0.11018069833517075,0.97
36.91769134146593,-1.2422297487721132,0.75,46.0880012512207,1178.0,1401.0,1530.0,1794.5,2437.5,2101.5,0.07956083863973618,0.15193761885166168,0.96
36.88649547049604,-1.2474914880151793,0.75,28.5398006439209,1423.0,1596.0,1771.0,1978.0,2580.5,2568.5,0.05521472543478012,0.1321706771850586,0.98
36.912857675923995,-1.2508358138052638,0.75,75.37220001220703,1060.0,1288.0,1433.0,1967.0,2304.5,2055.0,0.15705882012844086,0.07901205867528915,0.92
36.90594161019012,-1.2496541520261004,0.75,45.59049987792969,1115.0,1305.0,1539.0,1684.0,2427.0,2411.0,0.04498913884162903,0.18073461949825287,1.0
36.88368623683236,-1.2487132817038233,0.75,60.15449905395508,748.0,947.0,1241.0,1494.0,2262.0,2119.5,0.09250456839799881,0.2044728398323059,0.9
36.905919314684844,-1.2406868998076208,0.75,68.91400146484375,1104.0,1270.0,1532.0,1703.0,2518.0,2478.0,0.0528593510389328,0.19308221340179443,1.0
36.88083687125922,-1.220527303944992,0.8125,125.6447982788086,776.0,929.0,1091.0,1298.0,2100.0,1883.5,0.08664713054895401,0.23602119088172913,0.91
36.892078265014945,-1.2488336774322664,0.8125,49.933101654052734,1757.0,1022.5,1119.0,2239.5,2943.5,2806.0,0.33363109827041626,0.1358286738395691,0.77
36.91304049906719,-1.2400581665590853,0.8125,76.38510131835938,1163.0,1431.0,1866.0,2475.0,2618.0,2512.5,0.1402902603149414,0.028077753260731697,0.91
36.89983710084795,-1.2407627045255294,0.8125,33.78879928588867,911.5,1122.0,1385.0,1740.0,2283.0,2059.5,0.1136000007390976,0.1349738985300064,0.93
36.893768264314204,-1.245770275008549,0.8125,60.81760025024414,946.0,1123.0,1629.0,1780.5,2336.5,2193.5,0.04443466663360596,0.13504979014396667,0.98
36.91999669671057,-1.2271133962009315,0.8125,39.075599670410156,805.0,1058.0,1392.0,1728.5,2526.0,2487.0,0.10783528536558151,0.18744859099388123,0.92
36.908407493072666,-1.239157428146289,0.8125,34.42300033569336,914.0,1109.0,1392.0,1745.5,2501.5,2254.0,0.11266932636499405,0.17800800502300262,0.97
36.89922174490257,-1.239861966112733,0.8125,237.86349487304688,913.0,1131.0,1455.0,1716.5,2394.0,2261.0,0.08245309442281723,0.1648218035697937,0.99
36.92018397895482,-1.2385331539988065,0.8125,53.885501861572266,750.0,1027.0,1149.0,2241.5,2491.5,2010.5,0.32222387194633484,0.05282062292098999,0.77
36.89635900202625,-1.2547419863280824,0.8125,60.067501068115234,947.0,1135.0,1367.0,1555.0,2265.0,2249.5,0.06433949619531631,0.18586386740207672,1.0
36.92078595759703,-1.2247322362383914,0.8125,33.090599060058594,542.0,790.0,803.0,2796.0,2375.5,2047.5,0.5537649393081665,-0.08131103217601776,0.63
36.88383784626818,-1.2501045212324986,0.8125,143.0780029296875,853.5,1034.5,1360.0,1622.5,2381.0,2315.0,0.0880134105682373,0.18945921957492828,0.98
