lon,lat,confidence,area_m2,B2,B3,B4,B8,B11,B12,NDVI,NDBI,rf_builtup_prob,distance_to_river_m
36.90149588643983,-1.255727447660894,0.8180999755859375,46.366798400878906,869.5,982.0,1074.0,1999.5,2184.5,1767.0,0.3011224865913391,0.0442160628736019,0.67,11.705997226814478
36.88621454712967,-1.2493375558513058,0.7042999863624573,14.65089988708496,873.0,1152.0,1294.0,1863.0,1869.0,1498.0,0.1802344024181366,0.0016077170148491,0.94,3.9628838059840934
36.89737567706645,-1.2364329174026334,0.7612000107765198,55.7057991027832,786.5,1032.0,917.5,2856.5,2119.5,1458.0,0.5137785077095032,-0.1481109261512756,0.43,11.842838784183934
36.88562148668956,-1.2489451549586026,0.8237000107765198,282.4486083984375,892.0,1073.0,1147.0,2243.0,1930.0,1631.0,0.3233038485050201,-0.0750059932470321,0.82,6.4536328925038315
36.90500073986783,-1.2516741248033114,0.777999997138977,30.33359909057617,902.5,1147.0,1227.0,2149.5,2392.5,2183.5,0.2732118964195251,0.053500659763813,0.81,7.502302914544041
36.917339072482726,-1.2332580374525797,0.7210999727249146,67.74259948730469,1315.0,1480.0,1604.0,1990.5,2296.0,2050.0,0.107525385916233,0.0712702646851539,0.98,11.74798061778026
36.87994505104852,-1.2488693502406942,0.8974000215530396,109.72560119628906,938.0,1224.0,1427.0,2198.5,2265.5,1836.0,0.2127982378005981,0.0150089608505368,0.83,14.718874220191514
36.8790264762315,-1.239362546794747,0.7322999835014343,99.40709686279295,841.0,1039.0,1196.0,2074.0,2402.0,2088.0,0.2685015201568603,0.0732797160744667,0.86,0.2863726324989886
36.91089567146049,-1.2471392190319572,0.7322999835014343,10.574000358581545,865.5,1071.0,1159.0,2338.0,2214.5,1766.5,0.337146133184433,-0.0271279513835906,0.94,14.565807592146738
36.89620293348938,-1.2458549979285647,0.7947999835014343,29.045700073242188,1090.0,1318.0,1572.0,1912.0,2316.5,2179.5,0.0975889787077903,0.0956604033708572,0.96,10.639620155674217
36.8975228274012,-1.2364641311100075,0.7434999942779541,12.140700340270996,929.5,1143.0,1148.0,2318.5,2409.0,2054.5,0.3376604616641998,0.0191433113068342,0.83,14.852433213884153
36.87940104072,-1.2397103566769163,0.8059999942779541,55.0463981628418,880.5,1065.0,1246.0,1646.5,2276.0,2203.5,0.1384615451097488,0.1604843884706497,0.95,14.808745870206423
36.88486343951047,-1.2490521733838853,0.9254000186920166,135.23049926757812,925.0,1237.0,1477.0,2154.0,2467.0,2249.5,0.1864500194787979,0.0677342563867569,0.92,9.688349682471829
36.89115969019793,-1.252142330413923,0.8172000050544739,46.94049835205078,1094.0,1295.0,1542.0,2089.0,2239.5,2128.5,0.1506472080945968,0.0347695499658584,0.92,0.5243897694365549
36.91885962594194,-1.2336058473347489,0.7602999806404114,237.03030395507807,582.5,773.0,691.0,3000.5,2382.5,2028.5,0.6256264448165894,-0.1148058697581291,0.49,10.154626695603094
36.89770119144334,-1.2455116471474492,0.8852999806404114,237.26390075683597,1667.0,1784.0,1924.0,2051.5,2982.5,2818.5,0.0320714376866817,0.1849423944950103,0.9,15.446393815496094
36.890776207507336,-1.245217346477922,0.7034000158309937,78.99369812011719,868.0,1109.0,1285.0,2343.0,2004.0,1749.0,0.2916207313537597,-0.0779848173260688,0.72,0.37646380057839574
36.884961539733645,-1.2491190598996869,0.7659000158309937,15.38889980316162,954.5,1165.0,1304.0,2180.0,2012.0,1687.5,0.2514351308345794,-0.0400763340294361,0.87,2.2709553393841593
36.91943930907889,-1.242269880681594,0.8452000021934509,34.592498779296875,1134.0,1332.0,1422.0,2251.5,2574.5,2249.0,0.2258064448833465,0.0669291317462921,0.98,9.574008225839426
36.89788847368759,-1.2458416206254044,0.9077000021934508,104.90370178222656,2513.0,2799.0,2784.0,3034.5,3114.0,3142.5,0.0430523343384265,0.0129299825057387,0.85,7.0647409684974605
36.90535300885105,-1.251709797611739,0.7369999885559082,20.999000549316406,1003.0,1155.0,1250.0,2039.0,2474.5,2422.5,0.2398905456066131,0.0964883118867874,0.83,3.4268964538319167
36.89742918627908,-1.244927504909448,0.8619999885559082,227.4490966796875,678.0,931.0,1235.0,1888.0,2468.0,2084.0,0.2090938240289688,0.1331496834754943,0.65,12.696829587027402
36.91876598481982,-1.2335389608189469,0.8676000237464905,123.77449798583984,545.0,794.0,804.5,2462.5,2365.5,1998.5,0.5074992179870605,-0.0200911350548267,0.74,6.886451577103647
36.91122118583739,-1.2472551556593467,0.8162999749183655,118.04550170898438,814.0,1051.0,1147.0,1964.0,2059.0,1710.5,0.2626165151596069,0.0236142184585332,0.82,8.78493954481934
36.92094202613391,-1.24170803394886,0.8219000101089478,14.183199882507324,528.5,756.0,649.5,2767.0,2053.0,1357.0,0.6197863221168518,-0.148132786154747,0.05,4.35569260444688
36.89519963575236,-1.2429922550522523,0.8844000101089478,107.93309783935548,1057.0,1301.0,1447.0,2131.5,2399.0,2017.5,0.191281259059906,0.0590442568063735,0.9,8.851077146969985
36.879445631730526,-1.2396925202727025,0.7192999720573425,23.57710075378418,910.5,1068.0,1180.0,1494.0,2276.0,2203.5,0.117427073419094,0.2074270546436309,0.96,9.507894524255901
36.90251256148001,-1.2554242287892594,0.7817999720573425,95.46379852294922,961.5,1130.0,1210.0,1937.0,2272.5,1870.0,0.2310136705636978,0.0797006785869598,0.79,7.913558730539024
36.91943484997785,-1.2338644751958487,0.7081000208854675,17.765499114990234,404.5,644.0,552.0,3071.0,2221.5,1634.0,0.695280134677887,-0.1605101525783538,0.11,5.31308757365301
36.90128630869032,-1.255589215528237,0.7081000208854675,18.956199645996094,617.0,807.0,864.0,2307.0,2227.0,1876.5,0.4550614953041076,-0.017644464969635,0.66,4.492189327015089
36.88898364888386,-1.2467200635329332,0.7706000208854675,68.35430145263672,635.0,860.0,1093.0,2139.0,2185.5,1894.5,0.3236386179924011,0.0107526881620287,0.87,11.195947333155654
36.896925307860045,-1.2429699595469852,0.838699996471405,48.52239990234375,911.0,1127.0,1371.0,2070.0,2256.5,1928.0,0.2031386196613311,0.0431064367294311,0.81,9.175444388137148
36.91843155224081,-1.2425730995532285,0.838699996471405,19.50629997253418,857.5,1164.0,1340.0,2255.0,2529.0,2087.0,0.2545201778411865,0.0572742484509944,0.92,7.303889030448489
36.884529006931466,-1.2377126794049724,0.8041999936103821,52.24959945678711,1002.0,1183.0,1445.0,1697.0,2464.0,2467.5,0.0802036896347999,0.1843306869268417,0.99,13.61573222983112
36.921271999611854,-1.2349480367518362,0.8666999936103821,34.83720016479492,669.0,895.0,947.0,2356.0,2187.0,1776.5,0.4265818893909454,-0.0372000895440578,0.65,12.837759562421965
36.88921998123968,-1.2466041269055437,0.8834999799728394,75.7322998046875,877.0,1075.0,1326.0,1690.5,1965.5,1731.0,0.1208354085683822,0.0752188190817833,0.82,12.173068314999256
36.91833345201764,-1.233298169362061,0.8098000288009644,61.09579849243164,977.0,1246.0,1363.0,1960.5,2168.0,1849.0,0.1797803491353988,0.0502603836357593,0.87,8.867872691038135
36.9059148555838,-1.2515448108727618,0.7529000043869019,13.51990032196045,923.0,1277.0,1432.0,2799.0,2509.5,2079.0,0.3230914771556854,-0.0545351803302764,0.96,6.81003380455808
36.89635900202625,-1.2437235476250177,0.7071999907493591,32.43479919433594,636.0,857.5,952.0,2481.5,1873.0,1318.0,0.4454638063907623,-0.1397404968738556,0.67,1.3619554731960561
36.89597106023461,-1.2451460008610669,0.7128000259399414,31.97559928894043,863.5,1100.0,1317.0,2189.5,2264.5,1914.0,0.2488236129283905,0.0168387964367866,0.9,11.122006999794833
36.90372543696655,-1.252499058498199,0.8378000259399414,61.10499954223633,1093.0,1311.0,1438.0,1941.5,2168.5,1799.0,0.1489865332841873,0.0552311427891254,0.67,13.868354695188872
36.88738283160568,-1.249136896303901,0.8378000259399414,87.77330017089844,796.0,986.5,1121.0,1968.0,1967.5,1592.5,0.2741987705230713,-0.0001270486536668,0.74,6.606691507971446
36.907422031739856,-1.2502026214556743,0.7184000015258789,53.73109817504883,743.0,1014.0,975.0,3306.5,2283.5,1718.5,0.5445521473884583,-0.1830053627490997,0.38,12.039645614016928
36.88200961483626,-1.2488871866449076,0.8434000015258789,117.31580352783205,1045.0,1325.0,1506.0,1722.0,2165.5,2097.5,0.0669144988059997,0.1140836030244827,0.95,4.214828375316457
36.90483575312886,-1.2519416708665183,0.8434000015258789,54.500301361083984,997.0,1219.0,1347.0,2775.5,2466.5,2155.5,0.346513032913208,-0.0589469671249389,0.9,9.198987210895297
36.92175804162668,-1.234698327092843,0.8601999878883362,80.41220092773438,1909.0,2025.0,2133.0,2742.0,3161.5,3108.5,0.1249230802059173,0.0710595399141311,0.63,13.02266431038916
36.87857610702511,-1.239558747241099,0.7296000123023987,8.383299827575684,820.5,1009.0,1222.0,2094.0,2038.0,1512.5,0.262967437505722,-0.0135527588427066,0.82,11.227649604549622
36.91101606718894,-1.2363125216741904,0.7921000123023987,10.764200210571287,638.0,960.0,1086.0,2367.5,2226.0,1638.0,0.3710728287696838,-0.0308043975383043,0.43,11.968258284303719
36.88002085576643,-1.2490566324849388,0.871399998664856,98.78009796142578,1255.0,1558.0,1807.0,2158.5,2366.5,2209.5,0.0886395126581192,0.0459668524563312,0.9,6.254696378389166
36.89617171978201,-1.2451192462547458,0.7519999742507935,23.399999618530277,622.0,844.0,827.0,2349.5,1846.5,1428.5,0.4793011248111725,-0.1198760718107223,0.73,10.463413604909903
36.90804630588735,-1.2493330967502525,0.711899995803833,40.1963996887207,808.0,1034.0,1087.0,1990.0,2083.5,1580.5,0.2934676706790924,0.0229532346129417,0.74,15.940123571749623
36.90378340528024,-1.2526506679340164,0.711899995803833,13.717499732971191,834.5,989.0,1056.0,2045.5,2104.0,1652.0,0.3190391659736633,0.0140980845317244,0.74,4.090735482608414
36.88963913673871,-1.2466710134213452,0.774399995803833,91.29180145263672,1078.0,1274.0,1485.0,1721.5,1981.0,1790.5,0.0737564340233802,0.0700877755880355,0.81,12.794865107617763
36.91350870467782,-1.2465907496023831,0.774399995803833,97.39469909667967,733.5,986.0,1208.0,1786.0,2157.0,1860.5,0.1930527687072754,0.0940907970070838,0.83,10.104063189745359
36.92077258029387,-1.241917611698372,0.7688000202178955,50.43980026245117,579.5,835.0,744.5,2648.5,2188.0,1474.0,0.5611553192138672,-0.0952134802937507,0.51,12.985207891451934
36.89598443753776,-1.2444994312083169,0.9161999821662904,89.38680267333984,881.5,1109.0,1232.0,2344.0,1954.0,1529.5,0.3109619617462158,-0.0907398760318756,0.61,14.257734430930233
36.8831466856049,-1.2494445742765885,0.7398999929428101,124.75399780273438,705.0,944.5,1076.0,2215.5,2360.0,2192.0,0.3461947441101074,0.0315812490880489,0.89,11.112884162406115
36.88749430913201,-1.2490209596765112,0.7968000173568726,109.0082015991211,639.0,859.0,921.0,2155.5,2044.5,1677.0,0.4012676775455475,-0.0264285709708929,0.68,13.871940229258332
36.91700018080265,-1.233164396330458,0.8191999793052673,83.88480377197266,1134.0,1334.0,1395.0,1987.0,2233.5,1971.5,0.1750443577766418,0.0584054030478,0.97,11.357106205229615
36.89589079641564,-1.2450077687284098,0.8816999793052673,50.718299865722656,1004.5,1194.0,1295.0,2009.0,2401.5,2226.0,0.2161016911268234,0.088992178440094,0.9,13.366220704296513
36.909464300022336,-1.248610722379594,0.7455000281333923,51.328800201416016,574.5,784.0,893.0,2217.0,2128.5,1605.5,0.4257234632968902,-0.0203658957034349,0.55,11.896127841134266
