B11,B12,B2,B3,B4,B8,NDBI,NDVI,builtup,lon,lat
2627.0,1680.0,466.0,780.0,751.0,3172.0,-0.09398172050714493,0.6171297430992126,0,36.91119111953646,-1.2284910667976516
1981.5,1467.5,757.5,916.5,889.0,1942.5,0.009938837960362434,0.3720642626285553,0,36.89232649856995,-1.216633305047274
1973.5,1275.5,322.0,494.0,445.0,2124.0,-0.036729712039232254,0.6535617113113403,0,36.88451115559811,-1.2304673604227145
2579.0,1913.0,425.5,680.5,905.0,2218.0,0.0752553716301918,0.4204290807247162,0,36.88918239507553,-1.2367555674115511
2234.0,1289.0,415.5,713.5,523.5,3760.5,-0.2546500861644745,0.755602240562439,0,36.910562298837576,-1.2272334253998842
2049.0,1682.5,805.0,1090.0,1246.0,2350.0,-0.06842464208602905,0.3070077896118164,0,36.8799297476491,-1.2489726552755767
2482.0,1828.0,477.0,758.0,1038.0,2446.0,0.00730519462376833,0.4041331708431244,0,36.90481308101921,-1.227682583041944
2386.0,1645.0,360.0,590.0,506.0,2717.0,-0.06486380845308304,0.6860068440437317,0,36.90705886922951,-1.2527455794688787
2963.0,2496.0,517.5,776.0,1249.0,1965.0,0.20251622796058655,0.22277535498142242,0,36.90571139630333,-1.231545338763658
1824.0,1276.0,428.0,632.0,733.0,1751.0,0.02041958086192608,0.40982288122177124,0,36.88028907376275,-1.218160441030277
2148.0,1525.5,398.0,660.5,695.0,2941.5,-0.1559092253446579,0.6177643537521362,0,36.90139948293956,-1.2237299957918182
1995.0,1176.0,346.0,584.0,402.0,3419.0,-0.2630217969417572,0.7895838618278503,0,36.89187734092789,-1.2253469633032332
2176.0,1777.0,499.0,710.0,819.0,1708.0,0.12049433588981628,0.3518005609512329,0,36.891068857172186,-1.222202859808815
2029.0,1220.0,382.0,616.0,508.0,2744.0,-0.14980097115039825,0.6875768899917603,0,36.888104416734585,-1.2266944362294125
2406.0,1763.5,519.0,797.0,940.0,2852.5,-0.08491014689207077,0.5042847990989685,0,36.9205335984913,-1.220406229240576
2554.5,1852.0,478.0,779.5,887.0,2760.0,-0.038667794317007065,0.5135728120803833,0,36.91280808704788,-1.2309165180647743
3300.0,2821.0,562.0,885.0,1390.0,2086.0,0.2253991812467575,0.20023015141487122,0,36.915233538315,-1.2339707900307806
1895.0,1224.0,411.0,560.0,562.0,2132.0,-0.05885274335741997,0.5827765464782715,0,36.88675694380841,-1.2228316805076986
2185.0,1672.0,599.0,858.0,896.0,2562.0,-0.07941857725381851,0.48178136348724365,0,36.89367397149613,-1.227862246098768
2082.5,1711.0,543.0,782.0,773.5,2615.5,-0.11345253139734268,0.5435231924057007,0,36.91110128800805,-1.2472658562357497
2506.5,1730.0,658.5,896.0,974.0,2565.5,-0.011632491834461689,0.44963976740837097,0,36.89762655874625,-1.2153756636495066
2716.5,2269.0,675.5,999.0,1299.0,2112.5,0.12507764995098114,0.23845815658569336,0,36.912897918576284,-1.208907793603846
1556.0,935.0,375.0,585.0,432.0,3112.0,-0.3333333432674408,0.7562077045440674,0,36.89726723263261,-1.2229215120361105
2539.0,2005.0,794.0,1014.0,1340.0,2246.0,0.061233021318912506,0.252649188041687,0,36.88855357437665,-1.2067518369219592
2751.0,2068.0,654.0,924.0,1232.0,2235.0,0.10348977148532867,0.2892991006374359,0,36.8994231893145,-1.233341969331897
